 KIC SL Dsct/roAp RRL/Cep gDor
181 4245449 0.64 0.04666666666666667 0.0 0.31333333333333335
182 11572046 0.0033333333333333335 0.9966666666666667 0.0 0.0
183 3956260 1.0 0.0 0.0 0.0
184 7501667 0.9983333333333333 0.0016666666666666668 0.0 0.0
185 10483436 0.3516666666666667 0.3566666666666667 0.0 0.2916666666666667
186 5439433 1.0 0.0 0.0 0.0
187 11771760 0.985 0.015 0.0 0.0
188 6200734 0.9983333333333333 0.0016666666666666668 0.0 0.0
189 6688318 1.0 0.0 0.0 0.0
190 11909497 0.0 0.9966666666666667 0.0 0.0033333333333333335
191 6924105 0.9966666666666667 0.0033333333333333335 0.0 0.0
192 7584122 1.0 0.0 0.0 0.0
193 11454593 0.05333333333333334 0.045 0.0 0.9016666666666666
194 3230719 1.0 0.0 0.0 0.0
195 5359848 1.0 0.0 0.0 0.0
196 12365420 0.0 0.9983333333333333 0.0 0.0016666666666666668
197 5428929 1.0 0.0 0.0 0.0
198 5386327 0.9983333333333333 0.0016666666666666668 0.0 0.0
199 8228742 0.9966666666666667 0.0 0.0 0.0033333333333333335
200 4143075 1.0 0.0 0.0 0.0
201 2142111 1.0 0.0 0.0 0.0
202 2439496 1.0 0.0 0.0 0.0
203 5607242 0.9966666666666667 0.0 0.0 0.0033333333333333335
204 10801714 0.011666666666666667 0.9883333333333333 0.0 0.0
205 4263103 1.0 0.0 0.0 0.0
206 8018599 0.9933333333333333 0.006666666666666667 0.0 0.0
207 5706341 1.0 0.0 0.0 0.0
208 8650057 1.0 0.0 0.0 0.0
209 6465289 1.0 0.0 0.0 0.0
210 8167335 1.0 0.0 0.0 0.0
211 3951905 0.9966666666666667 0.0033333333333333335 0.0 0.0
212 8748150 0.9983333333333333 0.0016666666666666668 0.0 0.0
213 3241374 1.0 0.0 0.0 0.0
214 8277362 1.0 0.0 0.0 0.0
215 9074711 0.995 0.005 0.0 0.0
216 11668783 0.016666666666666666 0.0 0.0 0.9833333333333333
217 7217665 1.0 0.0 0.0 0.0
218 3938925 1.0 0.0 0.0 0.0
219 7270385 1.0 0.0 0.0 0.0
220 4037758 0.9866666666666667 0.013333333333333334 0.0 0.0
221 6610188 1.0 0.0 0.0 0.0
222 4171740 0.99 0.008333333333333333 0.0 0.0016666666666666668
223 4948479 0.9983333333333333 0.0016666666666666668 0.0 0.0
224 9080851 0.9983333333333333 0.0016666666666666668 0.0 0.0
225 6142199 1.0 0.0 0.0 0.0
226 4914923 0.9766666666666667 0.023333333333333334 0.0 0.0
227 12017894 0.065 0.008333333333333333 0.0 0.9266666666666666
228 8822697 0.9983333333333333 0.0016666666666666668 0.0 0.0
229 6688310 0.9983333333333333 0.0016666666666666668 0.0 0.0
230 6695801 1.0 0.0 0.0 0.0
231 5357850 1.0 0.0 0.0 0.0
232 8538985 1.0 0.0 0.0 0.0
233 3631402 1.0 0.0 0.0 0.0
234 4041351 1.0 0.0 0.0 0.0
235 6705706 1.0 0.0 0.0 0.0
236 5354075 0.9983333333333333 0.0016666666666666668 0.0 0.0
237 4138576 1.0 0.0 0.0 0.0
238 9244643 1.0 0.0 0.0 0.0
239 11572666 0.045 0.93 0.0 0.025
240 7821234 0.9983333333333333 0.0016666666666666668 0.0 0.0
241 11923784 0.005 0.0 0.0 0.995
242 2449703 1.0 0.0 0.0 0.0
243 7191673 1.0 0.0 0.0 0.0
244 1996574 1.0 0.0 0.0 0.0
245 7698511 1.0 0.0 0.0 0.0
246 2014203 1.0 0.0 0.0 0.0
247 2018047 0.995 0.005 0.0 0.0
248 3951940 1.0 0.0 0.0 0.0
249 11571409 0.025 0.0016666666666666668 0.0 0.9733333333333334
250 5269670 1.0 0.0 0.0 0.0
251 11125706 0.0 0.03833333333333333 0.96 0.0016666666666666668
252 8005116 1.0 0.0 0.0 0.0
253 3643799 1.0 0.0 0.0 0.0
254 1720425 1.0 0.0 0.0 0.0
255 8946760 1.0 0.0 0.0 0.0
256 3847071 1.0 0.0 0.0 0.0
257 4065922 1.0 0.0 0.0 0.0
258 2423662 1.0 0.0 0.0 0.0
259 7504619 1.0 0.0 0.0 0.0
260 12105259 0.0 0.0016666666666666668 0.0 0.9983333333333333
261 6593559 1.0 0.0 0.0 0.0
262 6212600 0.995 0.005 0.0 0.0
263 7109064 1.0 0.0 0.0 0.0
264 4446181 1.0 0.0 0.0 0.0
265 12018834 0.03833333333333333 0.08333333333333333 0.0 0.8783333333333333
266 2010137 1.0 0.0 0.0 0.0
267 7601618 1.0 0.0 0.0 0.0
268 6221004 1.0 0.0 0.0 0.0
269 7049467 1.0 0.0 0.0 0.0
270 5457269 1.0 0.0 0.0 0.0
271 11196370 0.006666666666666667 0.15166666666666667 0.0 0.8416666666666667
272 7584900 1.0 0.0 0.0 0.0
273 11717120 1.0 0.0 0.0 0.0
274 8694723 1.0 0.0 0.0 0.0
275 4828553 1.0 0.0 0.0 0.0
276 8230578 1.0 0.0 0.0 0.0
277 10923629 1.0 0.0 0.0 0.0
278 8081535 1.0 0.0 0.0 0.0
279 11137075 1.0 0.0 0.0 0.0
280 6620473 1.0 0.0 0.0 0.0
281 11920505 0.005 0.0 0.0 0.995
282 5723165 1.0 0.0 0.0 0.0
283 5859441 1.0 0.0 0.0 0.0
284 6285677 0.975 0.02 0.0 0.005
285 7946636 1.0 0.0 0.0 0.0
286 9043086 1.0 0.0 0.0 0.0
287 2574699 1.0 0.0 0.0 0.0
288 11044384 0.0016666666666666668 0.9866666666666667 0.0 0.011666666666666667
289 5534973 1.0 0.0 0.0 0.0
290 5427241 1.0 0.0 0.0 0.0
291 4270083 0.9966666666666667 0.0033333333333333335 0.0 0.0
292 5906289 1.0 0.0 0.0 0.0
293 6232914 1.0 0.0 0.0 0.0
294 8454132 0.995 0.005 0.0 0.0
295 2834053 0.9983333333333333 0.0016666666666666668 0.0 0.0
296 12073334 0.0 0.9983333333333333 0.0 0.0016666666666666668
297 7119181 1.0 0.0 0.0 0.0
298 4281518 1.0 0.0 0.0 0.0
299 9072526 1.0 0.0 0.0 0.0
300 4039966 0.8783333333333333 0.043333333333333335 0.0 0.07833333333333334
301 5785268 1.0 0.0 0.0 0.0
302 8972665 1.0 0.0 0.0 0.0
303 4079165 1.0 0.0 0.0 0.0
304 8885424 1.0 0.0 0.0 0.0
305 4044261 1.0 0.0 0.0 0.0
306 6680734 1.0 0.0 0.0 0.0
307 9138133 1.0 0.0 0.0 0.0
308 5269729 1.0 0.0 0.0 0.0
309 7305252 0.9983333333333333 0.0016666666666666668 0.0 0.0
310 4365609 1.0 0.0 0.0 0.0
311 11100522 0.0 1.0 0.0 0.0
312 3943223 1.0 0.0 0.0 0.0
313 3343931 1.0 0.0 0.0 0.0
314 5359478 1.0 0.0 0.0 0.0
315 4039576 0.9983333333333333 0.0016666666666666668 0.0 0.0
316 6124244 0.995 0.005 0.0 0.0
317 2423824 1.0 0.0 0.0 0.0
318 11713510 1.0 0.0 0.0 0.0
319 2424822 1.0 0.0 0.0 0.0
320 4996676 1.0 0.0 0.0 0.0
321 8492265 1.0 0.0 0.0 0.0
322 1293046 0.805 0.18833333333333332 0.0016666666666666668 0.005
323 12105278 0.05 0.013333333333333334 0.0 0.9366666666666666
324 7957671 1.0 0.0 0.0 0.0
325 4074400 0.965 0.03166666666666667 0.0 0.0033333333333333335
326 6306718 1.0 0.0 0.0 0.0
327 4249282 1.0 0.0 0.0 0.0
328 6707179 1.0 0.0 0.0 0.0
329 6676597 0.9933333333333333 0.006666666666666667 0.0 0.0
330 3240119 1.0 0.0 0.0 0.0
331 5340862 1.0 0.0 0.0 0.0
332 6599881 1.0 0.0 0.0 0.0
333 10873176 1.0 0.0 0.0 0.0
334 5444972 0.8583333333333333 0.008333333333333333 0.0016666666666666668 0.13166666666666665
335 7510397 0.9933333333333333 0.006666666666666667 0.0 0.0
336 4042747 1.0 0.0 0.0 0.0
337 3838180 1.0 0.0 0.0 0.0
338 1434660 0.0 0.9983333333333333 0.0 0.0016666666666666668
339 6208397 0.995 0.005 0.0 0.0
340 6368620 1.0 0.0 0.0 0.0
341 8358665 1.0 0.0 0.0 0.0
342 4073584 1.0 0.0 0.0 0.0
343 7093179 1.0 0.0 0.0 0.0
344 2010738 0.9966666666666667 0.0033333333333333335 0.0 0.0
345 8264006 1.0 0.0 0.0 0.0
346 6435542 1.0 0.0 0.0 0.0
347 2435893 1.0 0.0 0.0 0.0
348 4057892 1.0 0.0 0.0 0.0
349 1570915 1.0 0.0 0.0 0.0
350 1996456 0.03166666666666667 0.0033333333333333335 0.0 0.965
351 3099949 1.0 0.0 0.0 0.0
352 2157356 1.0 0.0 0.0 0.0
353 5442026 1.0 0.0 0.0 0.0
354 6371980 1.0 0.0 0.0 0.0
355 6718509 1.0 0.0 0.0 0.0
356 3938291 1.0 0.0 0.0 0.0
357 7976006 1.0 0.0 0.0 0.0
358 10990452 0.008333333333333333 0.9366666666666666 0.0 0.055
359 2995197 1.0 0.0 0.0 0.0
360 4546625 1.0 0.0 0.0 0.0
361 5341666 0.8633333333333333 0.12 0.008333333333333333 0.008333333333333333
362 11710462 0.0 1.0 0.0 0.0
363 5384777 1.0 0.0 0.0 0.0
364 5780782 0.9966666666666667 0.0016666666666666668 0.0 0.0016666666666666668
365 12317678 1.0 0.0 0.0 0.0
